,index,id,station_name,open_date,status_code,fuel_type_code,ev_connector_types,ev_network,groups_with_access_code,access_days_time,street_address,city,zip,state,longitude,latitude,geometry,index_right,Tract,ZIP,County,ApproxLoc,TotPop19,CIscore,CIscoreP,Ozone,OzoneP,PM2_5,PM2_5_P,DieselPM,DieselPM_P,Pesticide,PesticideP,Tox_Rel,Tox_Rel_P,Traffic,TrafficP,DrinkWat,DrinkWatP,Lead,Lead_P,Cleanup,CleanupP,GWThreat,GWThreatP,HazWaste,HazWasteP,ImpWatBod,ImpWatBodP,SolWaste,SolWasteP,PollBurd,PolBurdSc,PolBurdP,Asthma,AsthmaP,LowBirtWt,LowBirWP,Cardiovas,CardiovasP,Educatn,EducatP,Ling_Isol,Ling_IsolP,Poverty,PovertyP,Unempl,UnemplP,HousBurd,HousBurdP,PopChar,PopCharSc,PopCharP,Child_10,Pop_10_64,Elderly65,Hispanic,White,AfricanAm,NativeAm,OtherMult,Shape_Leng,Shape_Area,AAPI,Median HH Income,n_ev,n_roads,n_highways,dist_to_rd,dist_to_hw,n_rd_buffer,n_hw_buffer
2377,2377,186654,L.A. LIVE EV CH UNIT 3,2021-03-28,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1005 Chick Hearn Ct,Los Angeles,90015,CA,-118.26859,34.044914,POINT (-118.26859 34.044914),401,6037207710,90017,Los Angeles,Los Angeles,4667,34.08340719,65.99848714,0.04716458,50.54138146,12.33660886,90.00622278,1.899726436,99.70130678,0.023187176,16.5862069,2119.825989,80.34508627,1840.040757,84.5625,787.9403354,92.53153491,37.13602678,33.30812854,14.65,74.30011198,5.9,32.99020422,2.405,94.2819325,7.0,66.73666527,27.7,99.54180985,70.15524556,8.565941548,98.50653391,53.58,60.91724826,3.6,18.1678214,8.32,15.66550349,7.8,33.48519362,14.2,75.19285424,26.1,46.6080402,4.1,32.27485685,14.9,38.09885932,38.35774261,3.978944638,32.95511851,2.9784,86.201,10.8207,13.949,34.669,12.1063,0.0,3.0855,5245.27820575,1096210.69917,36.1903,100972.0,64,64,5.0,57.33233449227873,184.32018917742496,98,4.0
2378,2378,187303,SRH 4K 1,2021-04-10,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,20340 Hawthorne Blvd,Torrance,90503,CA,-118.353219,33.847835,POINT (-118.353219 33.847835),1418,6037650605,90503,Los Angeles,Torrance,3064,22.5401224,43.38124054,0.04125212,24.87865588,11.95522956,76.02986932,0.414340431,85.67517113,89.19674469,76.24137931,10510.24642,97.63690923,1441.439108,76.6,325.8745043,30.68565006,45.78983021,45.55765595,2.6,28.66741321,27.75,77.60252366,0.805,81.53540702,0.0,0.0,2.0,52.89805269,58.82233401,7.182195299,89.29682638,27.55,21.08673978,3.54,16.97459584,10.88,36.93918245,6.8,29.29638066,13.8,73.73122209,16.3,25.25125628,1.7,4.229567933,16.2,45.03168568,30.25409761,3.138333261,20.32274332,12.8916,76.5666,10.5418,15.3068,35.2154,1.2402,0.6854,4.3081,2802.54592413,484741.378654,43.2441,80625.0,3,30,,43.79513192285743,45.520623877305226,152,6.0
2379,2379,187312,AGOURA HILLS EV STATION 1,2021-04-10,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,29900 Ladyface Ct,Agoura Hills,91301,CA,-118.775172,34.143432,POINT (-118.775172 34.143432),2069,6037800326,91301,Los Angeles,Unincorporated Los Angeles County area,4741,3.550726244,1.071608674,0.04987653,60.95830741,9.401515514,43.21095208,0.048520166,17.24953329,0.076262628,23.68965517,179.6069997,32.57064266,1090.264263,63.45,323.5495906,30.58573748,15.5019148,7.97731569,0.9,11.83277342,2.25,14.92611655,0.245,41.81336863,19.0,98.06803864,0.7,24.83390607,36.07262554,4.404460413,32.04729309,12.13,1.645064806,2.19,2.835514498,6.79,6.667497507,2.1,6.517337383,2.3,18.10799838,9.5,8.98241206,2.7,13.1832379,9.6,12.34474018,7.771585391,0.806166002,0.491679274,8.6901,64.3957,26.9142,9.787,77.7473,4.3451,0.0,1.0124,37302.5047506,42086659.9325,7.1082,133942.0,21,459,2.0,69.77912394018752,512.2737773966425,78,4.0
2380,2380,187313,AGOURA HILLS EV STATION 2,2021-04-10,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,29900 Ladyface Ct,Agoura Hills,91301,CA,-118.774477,34.143262,POINT (-118.774477 34.143262),2069,6037800326,91301,Los Angeles,Unincorporated Los Angeles County area,4741,3.550726244,1.071608674,0.04987653,60.95830741,9.401515514,43.21095208,0.048520166,17.24953329,0.076262628,23.68965517,179.6069997,32.57064266,1090.264263,63.45,323.5495906,30.58573748,15.5019148,7.97731569,0.9,11.83277342,2.25,14.92611655,0.245,41.81336863,19.0,98.06803864,0.7,24.83390607,36.07262554,4.404460413,32.04729309,12.13,1.645064806,2.19,2.835514498,6.79,6.667497507,2.1,6.517337383,2.3,18.10799838,9.5,8.98241206,2.7,13.1832379,9.6,12.34474018,7.771585391,0.806166002,0.491679274,8.6901,64.3957,26.9142,9.787,77.7473,4.3451,0.0,1.0124,37302.5047506,42086659.9325,7.1082,133942.0,21,459,2.0,95.90389670385608,540.9641450506476,37,2.0
2381,2381,187352,BWP EV CHARGE BWP LIBRARY 2,2021-04-10,T,ELEC,['J1772'],ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,340 N Buena Vista St,Burbank,91505,CA,-118.330998,34.164458,POINT (-118.330998 34.164458),1350,6037311700,91506,Los Angeles,Burbank,6200,26.22183684,51.34896621,0.05685511,75.29558183,11.80566464,69.84443062,0.19630495,61.30678283,0.0,0.0,1180.665975,68.11702926,1633.835251,80.8375,787.0135481,87.92306732,57.90808168,62.87334594,36.4,91.43337066,4.15,26.34899552,0.685,77.80277962,9.0,77.29945401,2.5,59.17525773,64.32046865,7.853516446,95.28313628,33.7,31.43070788,3.36,13.90813446,10.48,34.01046859,7.8,33.48519362,2.0,15.64487752,13.1,17.48743719,6.8,65.62988027,18.7,57.37642586,32.1872666,3.338865719,23.14674735,7.5484,72.9194,19.5323,21.5,64.9677,1.5,1.0,2.7097,6354.8815685,2358015.85338,8.3226,93750.0,3,86,5.0,13.551418285143995,1242.1994028134739,51,
2382,2382,187574,BWP EV CHARGE 2034 HOLLYWOOD2,2021-04-13,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,2034 N Hollywood Way,Burbank,91505,CA,-118.348976,34.185795,POINT (-118.348976 34.185795),2060,6037311000,91505,Los Angeles,Burbank,3641,32.25582919,62.85930408,0.05938691,79.98755445,11.51076389,61.03298071,0.082731083,30.81518357,0.0,0.0,1175.450338,68.05451363,1064.925494,62.05,787.0135481,87.92306732,62.87997527,69.79206049,37.0,92.29189996,30.85,80.37522829,0.615,75.35407015,6.0,58.69382612,0.0,0.0,58.75228165,7.173641919,89.14747978,32.95,30.34646062,5.71,69.15576084,10.41,33.21286142,6.7,28.82814477,10.0,61.90282853,15.1,22.22361809,6.9,66.60593441,13.9,32.71229404,43.34646246,4.496437034,40.19162885,13.4029,74.0181,12.579,32.3537,50.9201,2.719,0.0,3.2958,4758.25390572,1322823.2261,10.7113,104875.0,2,43,3.0,13.073760987896474,14.445513750098142,38,2.0
2383,2383,187589,SANTA MONICA  CIVIC EVSE 30,2021-04-14,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,333 Civic Center Dr,Santa Monica,90401,CA,-118.489451,34.011305,POINT (-118.489451 34.011305),190,6037701902,90401,Los Angeles,Santa Monica,4659,44.27110923,81.19011599,0.04716458,50.54138146,11.7063039,66.52146857,0.57922556,92.35843186,0.0,0.0,1550.444031,73.98099525,1356.928003,74.0,417.8039058,48.15786187,19.20113526,11.27914304,24.0,85.62896603,18.3,65.66495102,1.085,86.2475182,6.0,58.69382612,0.0,0.0,54.48562426,6.6526839,81.34411948,65.51,74.83798604,6.67,86.02771363,11.67,43.49451645,3.4,13.11060491,8.3,54.58113412,38.4,66.68341709,11.4,90.86413326,23.5,75.67807351,64.15177231,6.654623893,71.65910237,4.3786,74.5439,21.0775,8.3924,66.2159,13.1788,0.0,6.0099,5178.38002345,1623929.46688,6.203,67422.0,62,112,12.0,23.64036853898446,178.49374145054986,137,13.0
2384,2384,187604,SADM PARKING SADM 2,2021-04-14,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,1171 Pier F Ave,Long Beach,90802,CA,-118.214787,33.750329,POINT (-118.214787 33.750329),1690,6037980033,90802,Los Angeles,Long Beach,16,-999.0,-999.0,0.03892377,17.64779091,11.79278699,69.4959552,2.038984364,99.81331674,0.0,0.0,8459.420086,96.4616154,1313.694279,72.7,339.0441176,34.7321094,-999.0,-999.0,64.25,97.72303098,151.05,98.28988876,6.26,98.39841165,28.0,99.60100798,15.25,96.26575029,69.90909052,8.535886066,98.43186061,39.36,40.49102692,-999.0,-999.0,8.8,19.51645065,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,26110.7682924,28624615.8021,0.0,0.0,14,249,29.0,205.07632371099015,1398.177141569509,6,
2385,2385,187712,Eastland Center,2021-04-12,E,ELEC,['J1772'],Volta,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,2753 E Eastland Center Dr,West Covina,91791,CA,-117.88583325,34.07399675,POINT (-117.88583325 34.07399675),1530,6037406200,91723,Los Angeles,Covina,5811,44.28800403,81.21533031,0.05763123,76.93839452,12.10201885,84.67952707,0.291997382,75.43248289,0.0,0.0,1549.762349,73.94348587,1929.947327,85.8875,789.0498273,92.63144748,66.88263916,75.19848771,0.0,0.0,0.0,0.0,0.7,78.39841165,3.0,33.15833683,1.5,42.31386025,57.31731771,6.998433108,86.73304294,36.78,36.24127617,5.85,72.08108802,9.21,22.81904287,24.9,73.07010883,26.5,93.49032345,40.1,69.34673367,6.2,59.38313378,35.2,96.19771863,61.00570301,6.328274251,67.12052446,11.6159,68.3531,20.031,60.4715,14.4553,3.9408,0.0,1.7037,8044.64677086,1900426.68531,19.4287,49833.0,3,113,3.0,9.652650177873651,263.9603362646774,96,2.0
2386,2386,187716,Albertsons 2400 W. Commonwealth Alhambra CA,2021-04-12,E,ELEC,['J1772'],Volta,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,2400 West Commonwealth Ave.,Alhambra,91803,CA,-118.1499665,34.086917,POINT (-118.1499665 34.086917),691,6037480802,91803,Los Angeles,Alhambra,3162,31.0410267,60.7286939,0.05278424,68.08960797,11.82774897,70.49159925,0.32802941,79.1910392,0.0,0.0,1586.528015,74.41860465,966.3098073,55.95,893.9611675,97.85187961,76.88224792,86.41461878,27.2,87.383352,115.1,97.36011954,2.63,95.06287227,0.0,0.0,0.0,0.0,63.02103538,7.694855901,94.13814561,30.09,25.23678963,4.55,39.88965871,7.52,10.48105683,19.8,64.51531258,18.3,84.04384896,37.4,65.27638191,3.6,25.23425299,12.1,23.80228137,38.88845864,4.03399714,33.698941,6.9576,70.019,23.0234,53.2258,6.0089,0.1581,0.0,3.4156,5796.77843047,1718871.3514,37.1917,68145.0,4,44,5.0,125.98774021894275,221.48271834017538,29,4.0
2387,2387,187717,"Starbucks at 2124 Artesia Blvd. Torrance, CA 90504 01",2021-04-12,E,ELEC,['J1772'],Volta,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,2124 Artesia Boulevard,Torrance,90504,CA,-118.316838,33.872375,POINT (-118.316838 33.872375),2134,6037650101,90504,Los Angeles,Torrance,6018,32.24482236,62.8214826,0.04125212,24.87865588,12.04138066,80.62227754,0.342981792,80.51026758,11.57280748,61.48275862,14982.90658,98.99974994,2600.246222,93.4625,562.6314598,65.85487698,53.85623925,57.01323251,32.15,89.51101157,40.35,86.23609497,1.14,86.98874917,5.0,51.21797564,5.5,77.61741123,73.00677609,8.91411286,99.1910392,32.43,29.49900299,2.9,8.070310495,12.64,51.45812562,9.4,39.53429512,6.0,43.2940858,15.3,22.71356784,5.7,53.8912025,15.4,40.89987326,34.87120897,3.617277778,27.23146747,8.3583,70.3722,21.2695,22.9478,17.8132,1.3127,0.3323,6.2147,5614.55076113,1893415.58837,51.3792,112611.0,3,131,12.0,56.623048805354316,57.28910537273103,90,5.0
2388,2388,187777,TMMC PARKING STATION 2,2021-04-20,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,23226-23276 Early Ave,Torrance,90505,CA,-118.343891,33.81401,POINT (-118.343891 33.81401),1922,6037651101,90505,Los Angeles,Torrance,5036,24.6115965,47.99546142,0.04050375,22.19041693,11.89781113,73.0553827,0.366834698,82.5264468,0.0,0.0,11021.94694,97.89947487,1258.210215,71.025,409.313977,45.94729612,40.46364955,37.83238815,52.2,96.28592758,124.3,97.74198904,5.79,98.19986764,0.0,0.0,3.7,67.14776632,59.83140384,7.305402524,90.56627256,27.26,20.63808574,4.05,27.91891198,10.48,34.01046859,5.6,24.12047583,10.6,64.13587766,12.7,16.31909548,5.7,53.8912025,13.1,28.69455006,32.47736454,3.368958304,23.68885527,12.7482,65.7665,21.4853,7.4464,37.4702,0.9333,2.2041,2.9388,11444.6886648,5576737.56732,49.0071,99750.0,37,195,8.0,29.886273619460106,791.7625156004469,98,1.0
2389,2389,187778,TMMC PARKING STATION 5,2021-04-20,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,23226-23276 Early Ave,Torrance,90505,CA,-118.343663,33.813957,POINT (-118.343663 33.813957),1922,6037651101,90505,Los Angeles,Torrance,5036,24.6115965,47.99546142,0.04050375,22.19041693,11.89781113,73.0553827,0.366834698,82.5264468,0.0,0.0,11021.94694,97.89947487,1258.210215,71.025,409.313977,45.94729612,40.46364955,37.83238815,52.2,96.28592758,124.3,97.74198904,5.79,98.19986764,0.0,0.0,3.7,67.14776632,59.83140384,7.305402524,90.56627256,27.26,20.63808574,4.05,27.91891198,10.48,34.01046859,5.6,24.12047583,10.6,64.13587766,12.7,16.31909548,5.7,53.8912025,13.1,28.69455006,32.47736454,3.368958304,23.68885527,12.7482,65.7665,21.4853,7.4464,37.4702,0.9333,2.2041,2.9388,11444.6886648,5576737.56732,49.0071,99750.0,37,195,8.0,55.6656434572102,817.1848451792333,96,
2390,2390,187779,TMMC PARKING STATION 4,2021-04-20,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,23226-23276 Early Ave,Torrance,90505,CA,-118.34373,33.81397,POINT (-118.34373 33.81397),1922,6037651101,90505,Los Angeles,Torrance,5036,24.6115965,47.99546142,0.04050375,22.19041693,11.89781113,73.0553827,0.366834698,82.5264468,0.0,0.0,11021.94694,97.89947487,1258.210215,71.025,409.313977,45.94729612,40.46364955,37.83238815,52.2,96.28592758,124.3,97.74198904,5.79,98.19986764,0.0,0.0,3.7,67.14776632,59.83140384,7.305402524,90.56627256,27.26,20.63808574,4.05,27.91891198,10.48,34.01046859,5.6,24.12047583,10.6,64.13587766,12.7,16.31909548,5.7,53.8912025,13.1,28.69455006,32.47736454,3.368958304,23.68885527,12.7482,65.7665,21.4853,7.4464,37.4702,0.9333,2.2041,2.9388,11444.6886648,5576737.56732,49.0071,99750.0,37,195,8.0,48.250114653128726,809.7162850590097,96,
2391,2391,187780,TMMC PARKING STATION 3,2021-04-20,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,23226-23276 Early Ave,Torrance,90505,CA,-118.343627,33.813944,POINT (-118.343627 33.813944),1922,6037651101,90505,Los Angeles,Torrance,5036,24.6115965,47.99546142,0.04050375,22.19041693,11.89781113,73.0553827,0.366834698,82.5264468,0.0,0.0,11021.94694,97.89947487,1258.210215,71.025,409.313977,45.94729612,40.46364955,37.83238815,52.2,96.28592758,124.3,97.74198904,5.79,98.19986764,0.0,0.0,3.7,67.14776632,59.83140384,7.305402524,90.56627256,27.26,20.63808574,4.05,27.91891198,10.48,34.01046859,5.6,24.12047583,10.6,64.13587766,12.7,16.31909548,5.7,53.8912025,13.1,28.69455006,32.47736454,3.368958304,23.68885527,12.7482,65.7665,21.4853,7.4464,37.4702,0.9333,2.2041,2.9388,11444.6886648,5576737.56732,49.0071,99750.0,37,195,8.0,60.02388407485622,821.2025612374501,95,
2392,2392,187781,TMMC PARKING STATION 1,2021-04-20,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,23226-23276 Early Ave,Torrance,90505,CA,-118.343979,33.81403,POINT (-118.343979 33.81403),1922,6037651101,90505,Los Angeles,Torrance,5036,24.6115965,47.99546142,0.04050375,22.19041693,11.89781113,73.0553827,0.366834698,82.5264468,0.0,0.0,11021.94694,97.89947487,1258.210215,71.025,409.313977,45.94729612,40.46364955,37.83238815,52.2,96.28592758,124.3,97.74198904,5.79,98.19986764,0.0,0.0,3.7,67.14776632,59.83140384,7.305402524,90.56627256,27.26,20.63808574,4.05,27.91891198,10.48,34.01046859,5.6,24.12047583,10.6,64.13587766,12.7,16.31909548,5.7,53.8912025,13.1,28.69455006,32.47736454,3.368958304,23.68885527,12.7482,65.7665,21.4853,7.4464,37.4702,0.9333,2.2041,2.9388,11444.6886648,5576737.56732,49.0071,99750.0,37,195,8.0,19.964686201996813,781.9507492392474,96,2.0
2393,2393,187782,TMMC PARKING STATION 6,2021-04-20,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,23226-23276 Early Ave,Torrance,90505,CA,-118.343808,33.81399,POINT (-118.343808 33.81399),1922,6037651101,90505,Los Angeles,Torrance,5036,24.6115965,47.99546142,0.04050375,22.19041693,11.89781113,73.0553827,0.366834698,82.5264468,0.0,0.0,11021.94694,97.89947487,1258.210215,71.025,409.313977,45.94729612,40.46364955,37.83238815,52.2,96.28592758,124.3,97.74198904,5.79,98.19986764,0.0,0.0,3.7,67.14776632,59.83140384,7.305402524,90.56627256,27.26,20.63808574,4.05,27.91891198,10.48,34.01046859,5.6,24.12047583,10.6,64.13587766,12.7,16.31909548,5.7,53.8912025,13.1,28.69455006,32.47736454,3.368958304,23.68885527,12.7482,65.7665,21.4853,7.4464,37.4702,0.9333,2.2041,2.9388,11444.6886648,5576737.56732,49.0071,99750.0,37,195,8.0,39.31474977081943,801.0176942076607,98,1.0
2394,2394,187783,TMMC PARKING STATION 7,2021-04-20,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,23226-23276 Early Ave,Torrance,90505,CA,-118.343413,33.813865,POINT (-118.343413 33.813865),1922,6037651101,90505,Los Angeles,Torrance,5036,24.6115965,47.99546142,0.04050375,22.19041693,11.89781113,73.0553827,0.366834698,82.5264468,0.0,0.0,11021.94694,97.89947487,1258.210215,71.025,409.313977,45.94729612,40.46364955,37.83238815,52.2,96.28592758,124.3,97.74198904,5.79,98.19986764,0.0,0.0,3.7,67.14776632,59.83140384,7.305402524,90.56627256,27.26,20.63808574,4.05,27.91891198,10.48,34.01046859,5.6,24.12047583,10.6,64.13587766,12.7,16.31909548,5.7,53.8912025,13.1,28.69455006,32.47736454,3.368958304,23.68885527,12.7482,65.7665,21.4853,7.4464,37.4702,0.9333,2.2041,2.9388,11444.6886648,5576737.56732,49.0071,99750.0,37,195,8.0,86.03822241933311,845.0870135560996,95,
2395,2395,188104,WEHO 8461 SMB,2021-04-29,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,8461 Santa Monica Blvd,West Hollywood,90069,CA,-118.375003,34.090325,POINT (-118.375003 34.090325),951,6037700300,90069,Los Angeles,West Hollywood,6223,17.92616881,32.52647504,0.05022962,62.5264468,11.7451443,67.8531425,0.37197061,82.86247666,0.0,0.0,1451.403971,72.4056014,1588.193755,79.8875,760.7699487,86.53678032,38.58146171,35.08506616,0.9,11.83277342,25.5,75.41092479,0.175,30.16545334,0.0,0.0,0.0,0.0,48.42369459,5.912523491,66.33478531,18.53,7.203389831,3.55,17.20554273,8.56,17.67198405,4.2,17.24879777,7.4,50.5210448,19.3,32.78894472,6.8,65.62988027,18.4,55.95690748,29.2280436,3.031898111,18.92334846,2.3301,80.9417,16.7283,7.7455,79.0455,2.5872,0.0,6.2671,4303.2632723,607879.549043,4.3548,94315.0,8,38,4.0,8.294435849036761,7.729045369005984,126,12.0
2396,2396,188180,WEHO 7718 SMB #1 (S),2021-04-30,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,7718 Santa Monica Blvd,West Hollywood,90046,CA,-118.357098,34.090608,POINT (-118.357098 34.090608),354,6037700102,90046,Los Angeles,West Hollywood,4506,35.16161273,67.83913263,0.04978792,60.65961419,11.79372492,69.53329185,0.348578061,81.00808961,0.0,0.0,1486.264343,73.08077019,1392.31803,75.225,787.9403354,92.53153491,49.17742194,50.47258979,10.8,62.93393057,64.5,93.34218828,0.52,70.48312376,0.0,0.0,0.3,12.87514318,57.85153326,7.063660721,87.47977598,27.26,20.63808574,2.86,7.65973826,13.36,56.4556331,5.2,22.22222222,20.1,86.75057518,34.7,61.28140704,7.8,74.10203019,32.8,94.25855513,47.98705516,4.977817328,47.30206757,2.8628,80.9809,16.1562,13.1158,69.9068,5.5482,0.0,4.949,4133.41735753,489780.248651,6.4802,43202.0,6,31,4.0,25.441900435396583,26.036383351685558,102,14.0
2397,2397,188181,WEHO 7718 SMB #2 (N),2021-04-30,T,ELEC,['J1772'],ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,7718 Santa Monica Blvd,West Hollywood,90046,CA,-118.357104,34.090663,POINT (-118.357104 34.090663),354,6037700102,90046,Los Angeles,West Hollywood,4506,35.16161273,67.83913263,0.04978792,60.65961419,11.79372492,69.53329185,0.348578061,81.00808961,0.0,0.0,1486.264343,73.08077019,1392.31803,75.225,787.9403354,92.53153491,49.17742194,50.47258979,10.8,62.93393057,64.5,93.34218828,0.52,70.48312376,0.0,0.0,0.3,12.87514318,57.85153326,7.063660721,87.47977598,27.26,20.63808574,2.86,7.65973826,13.36,56.4556331,5.2,22.22222222,20.1,86.75057518,34.7,61.28140704,7.8,74.10203019,32.8,94.25855513,47.98705516,4.977817328,47.30206757,2.8628,80.9809,16.1562,13.1158,69.9068,5.5482,0.0,4.949,4133.41735753,489780.248651,6.4802,43202.0,6,31,4.0,18.08356589663679,18.678046329076384,102,14.0
2398,2398,188183,WEHO 8459 SUN #2 (W),2021-04-30,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,8459 Sunset Blvd,West Hollywood,90069,CA,-118.375144,34.095003,POINT (-118.375144 34.095003),951,6037700300,90069,Los Angeles,West Hollywood,6223,17.92616881,32.52647504,0.05022962,62.5264468,11.7451443,67.8531425,0.37197061,82.86247666,0.0,0.0,1451.403971,72.4056014,1588.193755,79.8875,760.7699487,86.53678032,38.58146171,35.08506616,0.9,11.83277342,25.5,75.41092479,0.175,30.16545334,0.0,0.0,0.0,0.0,48.42369459,5.912523491,66.33478531,18.53,7.203389831,3.55,17.20554273,8.56,17.67198405,4.2,17.24879777,7.4,50.5210448,19.3,32.78894472,6.8,65.62988027,18.4,55.95690748,29.2280436,3.031898111,18.92334846,2.3301,80.9417,16.7283,7.7455,79.0455,2.5872,0.0,6.2671,4303.2632723,607879.549043,4.3548,94315.0,8,38,4.0,40.653335770194,39.67736518078237,144,10.0
2399,2399,188184,WEHO 8459 SUN #1 (E),2021-04-30,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,8459 Sunset Blvd,West Hollywood,90069,CA,-118.375079,34.095017,POINT (-118.375079 34.095017),951,6037700300,90069,Los Angeles,West Hollywood,6223,17.92616881,32.52647504,0.05022962,62.5264468,11.7451443,67.8531425,0.37197061,82.86247666,0.0,0.0,1451.403971,72.4056014,1588.193755,79.8875,760.7699487,86.53678032,38.58146171,35.08506616,0.9,11.83277342,25.5,75.41092479,0.175,30.16545334,0.0,0.0,0.0,0.0,48.42369459,5.912523491,66.33478531,18.53,7.203389831,3.55,17.20554273,8.56,17.67198405,4.2,17.24879777,7.4,50.5210448,19.3,32.78894472,6.8,65.62988027,18.4,55.95690748,29.2280436,3.031898111,18.92334846,2.3301,80.9417,16.7283,7.7455,79.0455,2.5872,0.0,6.2671,4303.2632723,607879.549043,4.3548,94315.0,8,38,4.0,36.137356621869884,39.66197704257802,72,5.0
2400,2400,189003,Vons 5500 Woodruff Ave Lakewood CA,2021-04-19,E,ELEC,['J1772'],Volta,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,5500 Woodruff Ave,Lakewood,90713,CA,-118.1159165,33.8569425,POINT (-118.1159165 33.8569425),1138,6037570901,90713,Los Angeles,Lakewood,5752,22.23862297,42.62481089,0.04320513,32.1468575,11.74987106,68.00248911,0.183896396,59.05413815,7.311427438,57.62068966,4459.209961,91.11027757,733.5243646,39.0125,461.8326686,55.53890346,57.98621452,62.9615627,0.0,0.0,0.0,0.0,0.475,67.55790867,2.0,23.87652247,3.5,66.68957617,49.32888533,6.023047101,68.7616677,31.38,27.46759721,5.06,54.11855273,13.51,57.44017946,5.9,25.49987345,2.1,16.36215997,12.7,16.31909548,6.1,58.35502343,8.3,7.693282636,35.5939984,3.692254534,28.1896117,13.1954,72.8442,13.9604,27.5904,46.6446,5.6676,0.0,5.3025,5616.32305643,1816387.15558,14.7948,115536.0,1,101,3.0,125.30540495818578,1328.4594073300948,74,
2401,2401,189049,Raising Canes - Avalon & Del Amo,2021-04-30,E,ELEC,['J1772'],Blink Network,Public,0,20707 S Avalon Blvd,Carson,90746,CA,-118.263567,33.843751,POINT (-118.263567 33.843751),2235,6037543400,90746,Los Angeles,Carson,3731,55.97849468,93.25516894,0.04125212,24.87865588,12.09359584,83.95768513,0.340713222,80.32358432,3.754744835,52.06896552,14240.86995,98.84971243,2099.415061,88.4625,433.4260764,50.63069814,70.08087552,79.20604915,54.05,96.60321015,92.95,96.181305,0.75,80.18530774,14.0,93.36413272,18.3,97.77777778,77.47226977,9.459348751,99.85065339,89.55,89.45663011,4.75,45.34257121,15.95,71.29860419,29.3,79.4229309,7.9,52.88943023,27.9,50.40201005,3.7,26.86100989,10.8,17.41444867,57.04861723,5.917795839,60.95562279,8.952,71.4018,19.6462,57.8933,4.1276,20.9327,0.0,2.4122,8242.42106692,3112099.42895,14.6342,79875.0,1,81,14.0,19.308750858793093,18.44983246561622,61,6.0
